perturbation,brunello.neg.score,brunello.neg.p.value,brunello.neg.fdr,brunello.neg.goodsgrna,brunello.neg.lfc,brunello.pos.score,brunello.pos.p.value,brunello.pos.fdr,brunello.pos.goodsgrna,brunello.pos.lfc,gecko.num,gecko.neg.score,gecko.neg.p.value,gecko.neg.fdr,gecko.neg.goodsgrna,gecko.neg.lfc,gecko.pos.score,gecko.pos.p.value,gecko.pos.fdr,gecko.pos.goodsgrna,gecko.pos.lfc
RHOA,0.31156,0.44804,1,2,-0.16227,0.56767,0.62721,1,1,-0.16227,2,0.72902,0.72854,1,0,-0.024577,0.58156,0.58138,1,0,-0.024577
RHOB,0.94044,0.94043,1,0,0.20031,0.33248,0.47159,1,2,0.20031,3,0.015716,0.041126,0.917043,1,0.0075193,0.025642,0.065182,0.958617,1,0.0075193
RHOBTB1,0.092763,0.20126,1,3,-0.1501,0.21887,0.34888,1,1,-0.1501,3,0.041264,0.10088,0.977722,1,-0.001983,0.74477,0.745,1,0,-0.001983
RHOBTB2,0.31339,0.45007,1,1,0.2438,0.12718,0.24876,1,2,0.2438,3,0.97476,0.97488,1,0,0.11792,0.025235,0.064228,0.958617,3,0.11792
RHOBTB3,0.89944,0.89937,1,0,0.14318,0.10751,0.22729,1,2,0.14318,3,0.92937,0.9295,1,0,0.16348,0.23046,0.35056,0.997365,2,0.16348
RHOC,0.84257,0.84228,1,0,0.42665,0.045141,0.10941,1,3,0.42665,3,0.26229,0.39027,1,1,0.067986,0.046954,0.11021,0.97982,1,0.067986
RHOD,0.015233,0.045971,0.939969,2,-0.20254,0.75546,0.75791,1,1,-0.20254,3,0.12114,0.20944,1,1,-0.023197,0.18202,0.28947,0.993617,1,-0.023197
RHOF,0.32409,0.46162,1,2,-0.12985,0.56932,0.62812,1,1,-0.12985,3,0.53685,0.56742,1,1,0.20566,0.30429,0.42663,1,1,0.20566
RHOG,0.061031,0.14057,1,3,-0.26692,0.91179,0.91171,1,0,-0.26692,3,0.1722,0.27622,1,2,-0.20178,0.86976,0.86985,1,0,-0.20178
RHOH,0.17759,0.30134,1,1,0.16228,0.30237,0.43897,1,2,0.16228,3,0.67785,0.67998,1,1,-0.13573,0.16645,0.2693,0.992729,1,-0.13573
RHOJ,0.25815,0.38975,1,2,-0.061182,0.83565,0.83546,1,0,-0.061182,3,0.61997,0.63051,1,1,0.028994,0.36677,0.46148,1,1,0.028994
RHOQ,0.95636,0.95662,1,0,0.47934,0.045762,0.10241,1,2,0.47934,3,0.39814,0.47698,1,1,0.079348,0.23973,0.36221,0.997365,2,0.079348
RHOT1,0.12483,0.21037,1,1,-0.22196,0.48714,0.52283,1,1,-0.22196,2,0.97503,0.97498,1,0,0.35502,0.024975,0.046017,0.94682,2,0.35502
RHOT2,0.37215,0.51433,1,2,-0.13104,0.80281,0.80255,1,0,-0.13104,3,0.18944,0.29864,1,2,-0.18668,0.92403,0.9241,1,0,-0.18668
RHOU,0.26208,0.39409,1,1,0.035183,0.67422,0.69459,1,1,0.035183,3,0.53406,0.56542,1,1,0.33483,0.16168,0.26303,0.992729,2,0.33483
RHOV,0.84278,0.8425,1,0,0.071391,0.25395,0.38676,1,2,0.071391,3,0.78104,0.78118,1,0,-0.0005082,0.36891,0.46268,1,1,-0.0005082
RHOXF1,0.0072919,0.024847,0.855451,3,-0.19237,0.38991,0.53371,1,1,-0.19237,3,0.73514,0.73533,1,0,0.073991,0.074225,0.14755,0.985525,2,0.073991
RHOXF2,0.037215,0.092788,0.994164,2,-0.083414,0.46248,0.57237,1,1,-0.083414,3,0.99347,0.9936,1,0,0.32524,0.0065341,0.017854,0.889198,3,0.32524
RHOXF2B,0.57628,0.62787,1,1,0.13088,0.10606,0.22532,1,3,0.13088,3,0.97762,0.97773,1,0,0.16475,0.022379,0.057398,0.958617,3,0.16475
RHPN1,0.28248,0.4164,1,2,-0.14604,0.72959,0.73618,1,1,-0.14604,3,0.091736,0.17033,0.997654,2,-0.225,0.84114,0.84116,1,0,-0.225
RHPN2,0.11994,0.23761,1,2,-0.04146,0.23895,0.37054,1,2,-0.04146,3,0.97625,0.97639,1,0,0.15287,0.023745,0.060689,0.958617,3,0.15287
RIBC1,0.32709,0.46495,1,2,0.10057,0.028657,0.07537,0.981506,2,0.10057,3,0.70026,0.70094,1,1,0.015215,0.7871,0.7873,1,0,0.015215
RIBC2,0.083647,0.18418,1,2,-0.17611,0.42057,0.55269,1,1,-0.17611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIC1,0.99944,0.99944,1,0,1.3301,0.00010299,0.0004109,0.056094,4,1.3301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIC3,0.39535,0.53473,1,1,0.4285,0.011553,0.038334,0.849784,3,0.4285,3,0.7804,0.78054,1,0,-0.060054,0.41187,0.48795,1,1,-0.060054
RIC8A,0.017625,0.051308,0.94647,3,-0.35476,0.48809,0.58489,1,1,-0.35476,3,0.022805,0.05844,0.931327,2,-0.33504,0.95502,0.95529,1,0,-0.33504
RIC8B,0.86936,0.86914,1,0,0.27819,0.078052,0.17369,1,3,0.27819,3,0.81657,0.81653,1,0,0.019209,0.49116,0.5379,1,1,0.019209
RICTOR,0.0053246,0.01469,0.807052,3,-1.0458,0.99468,0.99478,1,0,-1.0458,3,0.38582,0.46978,1,1,-0.19704,0.6678,0.67149,1,1,-0.19704
RIF1,0.92855,0.92866,1,0,0.46169,0.013462,0.042595,0.876673,3,0.46169,3,0.45879,0.51459,1,1,-0.01413,0.85588,0.85594,1,0,-0.01413
RIIAD1,0.056189,0.13118,1,3,-0.2059,0.94036,0.94036,1,0,-0.2059,3,0.92329,0.92338,1,0,0.062055,0.59912,0.61517,1,1,0.062055
RILP,0.11574,0.23296,1,2,-0.10811,0.30573,0.44261,1,2,-0.10811,3,0.18881,0.2978,1,2,-0.21536,0.88586,0.88593,1,0,-0.21536
RILPL1,0.78486,0.7846,1,1,-0.088195,0.9419,0.94189,1,0,-0.088195,3,0.29002,0.41562,1,1,-0.013983,0.10926,0.19449,0.990266,1,-0.013983
RILPL2,0.42292,0.54744,1,1,-0.12911,0.35235,0.49314,1,1,-0.12911,3,0.21104,0.3261,1,2,-0.30505,0.94942,0.94966,1,0,-0.30505
RIMBP2,0.10396,0.21985,1,2,-0.23149,0.3915,0.53541,1,1,-0.23149,3,0.54561,0.57367,1,1,0.24596,0.13687,0.23078,0.990266,2,0.24596
RIMBP3,0.053785,0.12639,1,1,0.050066,0.26722,0.4011,1,1,0.050066,3,0.0042845,0.011858,0.821433,2,-0.76718,0.76099,0.76128,1,0,-0.76718
RIMBP3B,0.70766,0.71694,1,1,0.39803,0.066219,0.15101,1,2,0.39803,3,0.26284,0.39095,1,2,-0.078981,0.81169,0.81164,1,0,-0.078981
RIMBP3C,0.63933,0.66772,1,1,-0.044897,0.83985,0.83961,1,0,-0.044897,3,0.2735,0.40409,1,2,-0.078981,0.81169,0.81164,1,0,-0.078981
RIMKLA,0.41181,0.54224,1,1,-0.033556,0.51275,0.59742,1,1,-0.033556,3,0.50814,0.54724,1,1,-0.053638,0.65389,0.65965,1,1,-0.053638
RIMKLB,0.13534,0.25465,1,2,-0.21455,0.49958,0.59076,1,1,-0.21455,3,0.62994,0.6387,1,1,0.18824,0.60466,0.61948,1,1,0.18824
RIMS1,0.17356,0.29694,1,1,-0.020459,0.83529,0.83511,1,0,-0.020459,3,0.36136,0.45545,1,1,0.10983,0.25229,0.3779,0.997365,1,0.10983
RIMS2,0.96382,0.96375,1,0,0.24366,0.056932,0.13293,1,3,0.24366,3,0.69907,0.69976,1,1,-0.04077,0.91107,0.91113,1,0,-0.04077
RIMS3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.37689,0.46449,1,1,0.16591,0.05232,0.1177,0.98016,2,0.16591
RIMS4,0.11112,0.2279,1,2,-0.36197,0.20371,0.33231,1,1,-0.36197,3,0.26315,0.39131,1,2,-0.10203,0.86479,0.8648,1,0,-0.10203
RIN1,0.57765,0.62867,1,1,0.18295,0.26906,0.40304,1,2,0.18295,3,0.65252,0.65774,1,1,-0.066332,0.52731,0.56242,1,1,-0.066332
RIN2,0.46312,0.56678,1,1,0.32921,0.053594,0.12634,1,2,0.32921,3,0.78377,0.78391,1,0,0.029791,0.42979,0.49888,1,1,0.029791
RIN3,0.58912,0.63567,1,1,0.065613,0.71798,0.72691,1,1,0.065613,3,0.48918,0.53445,1,1,0.23446,0.18472,0.29292,0.993617,2,0.23446
RING1,0.04533,0.10938,1,3,-0.35385,0.88565,0.88554,1,0,-0.35385,3,0.33091,0.43808,1,1,0.089203,0.27852,0.41035,1,1,0.089203
RINL,0.58103,0.63073,1,1,-0.039348,0.79165,0.79142,1,1,-0.039348,3,0.20277,0.31563,1,2,-0.21095,0.91554,0.91556,1,0,-0.21095
RINT1,0.99882,0.9988,1,0,0.69134,0.001184,0.0042968,0.288967,4,0.69134,3,0.88211,0.88216,1,0,0.056345,0.7062,0.7068,1,1,0.056345
RIOK1,0.3635,0.50489,1,2,0.13717,0.054388,0.12794,1,1,0.13717,2,0.7085,0.70809,1,0,-0.027251,0.62651,0.6261,1,0,-0.027251
RIOK2,0.088516,0.19332,1,3,-0.25539,0.64071,0.6719,1,1,-0.25539,3,0.60562,0.61911,1,1,-0.011387,0.68261,0.68477,1,1,-0.011387
RIOK3,0.042247,0.095875,0.994164,2,-0.49855,0.45436,0.5002,1,1,-0.49855,3,0.54518,0.57338,1,1,0.23074,0.17364,0.27855,0.992729,2,0.23074
RIPK1,0.30893,0.44511,1,2,0.11181,0.12401,0.24536,1,2,0.11181,3,0.003682,0.010201,0.797641,2,-0.4322,0.044993,0.1075,0.97982,1,-0.4322
RIPK2,0.054279,0.12739,1,3,-0.27082,0.69133,0.70682,1,1,-0.27082,3,0.5397,0.5695,1,1,0.087505,0.57473,0.59649,1,1,0.087505
RIPK3,0.26135,0.3933,1,1,0.080147,0.48419,0.583,1,1,0.080147,3,0.36763,0.45906,1,1,0.18666,0.12661,0.21731,0.990266,2,0.18666
RIPK4,0.0032617,0.011537,0.778511,4,-0.30147,0.99674,0.99675,1,0,-0.30147,3,0.13819,0.23191,1,1,-0.15214,0.74594,0.74617,1,0,-0.15214
RIPPLY1,0.84207,0.8418,1,0,0.081532,0.27105,0.40521,1,2,0.081532,3,0.78324,0.78337,1,0,0.15451,0.020067,0.051762,0.949666,2,0.15451
RIPPLY2,0.0067315,0.023065,0.855451,3,-1.0193,0.83043,0.83029,1,0,-1.0193,3,0.9351,0.93525,1,0,0.20132,0.13117,0.22331,0.990266,2,0.20132
RIPPLY3,0.63641,0.66571,1,1,0.12034,0.28981,0.42553,1,2,0.12034,3,0.58882,0.60586,1,1,0.14303,0.10196,0.18476,0.989963,2,0.14303
RIT1,0.2075,0.33436,1,1,0.040838,0.34295,0.483,1,1,0.040838,3,0.60529,0.61884,1,1,0.1569,0.031901,0.079691,0.974723,2,0.1569
RIT2,0.91788,0.91785,1,0,0.15525,0.31348,0.45108,1,2,0.15525,3,0.41518,0.48738,1,1,-0.11792,0.33594,0.444,1,1,-0.11792
RITA1,0.75284,0.75462,1,1,0.018151,0.3551,0.49608,1,2,0.018151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RLBP1,0.066066,0.15045,1,3,-0.15878,0.68226,0.70033,1,1,-0.15878,3,0.4397,0.50249,1,1,0.077816,0.44793,0.51006,1,1,0.077816
RLF,0.99769,0.99769,1,0,0.44085,0.0023125,0.0082936,0.428091,4,0.44085,3,0.50083,0.54233,1,1,-0.031322,0.02309,0.05911,0.958617,1,-0.031322
RLIM,1,1,1,0,1.0258,6.84E-11,2.46E-07,0.000124,4,1.0258,3,0.063936,0.13269,0.995233,1,0.40359,0.00046837,0.0013817,0.419357,2,0.40359
RLN1,0.96267,0.96259,1,0,0.09894,0.34736,0.48775,1,2,0.09894,3,0.057467,0.12388,0.99216,1,-0.098651,0.70857,0.70903,1,1,-0.098651
RLN2,0.67823,0.69488,1,1,0.16948,0.16268,0.28766,1,2,0.16948,3,0.64695,0.65299,1,1,-0.035053,0.078654,0.15359,0.985525,1,-0.035053
RLN3,0.38292,0.526,1,2,-0.069042,0.41705,0.55113,1,1,-0.069042,3,0.10848,0.19273,1,2,-0.74494,0.16465,0.26699,0.992729,1,-0.74494
RLTPR,0.36953,0.51148,1,2,-0.061957,0.0063271,0.021724,0.691106,1,-0.061957,3,0.18466,0.29247,1,2,-0.1256,0.94114,0.94129,1,0,-0.1256
RMDN1,0.84544,0.84516,1,0,-0.044702,0.71652,0.72575,1,1,-0.044702,3,0.098795,0.17978,0.997706,1,-0.11382,0.54291,0.57345,1,1,-0.11382
RMDN2,0.74415,0.74699,1,1,0.34481,0.035097,0.088875,1,3,0.34481,3,0.95577,0.95604,1,0,0.12298,0.12367,0.21345,0.990266,2,0.12298
RMDN3,0.2283,0.35708,1,1,0.068292,0.14965,0.27334,1,1,0.068292,3,0.89106,0.89114,1,0,0.084321,0.23066,0.35082,0.997365,2,0.084321
RMI1,0.83665,0.83646,1,0,0.00089147,0.70689,0.71836,1,1,0.00089147,3,0.60721,0.62032,1,1,-0.080252,0.29829,0.42339,1,1,-0.080252
RMI2,0.0069043,0.023596,0.855451,2,-0.29212,0.95666,0.95655,1,0,-0.29212,3,0.75953,0.75982,1,0,0.25056,0.11522,0.20234,0.990266,2,0.25056
RMND1,0.95397,0.95386,1,0,0.46524,0.055779,0.13069,1,3,0.46524,3,0.22722,0.34637,1,1,0.057327,0.58623,0.60516,1,1,0.057327
RMND5A,0.45542,0.563,1,1,0.23891,0.18982,0.31727,1,2,0.23891,3,0.015907,0.041594,0.917043,3,-0.56708,0.98409,0.98425,1,0,-0.56708
RMND5B,0.088507,0.1933,1,2,-0.10033,0.57286,0.63015,1,1,-0.10033,3,0.28127,0.41099,1,1,0.065014,0.19878,0.31086,0.997365,1,0.065014
RNASE1,0.4061,0.53962,1,1,0.012483,0.89269,0.89255,1,0,0.012483,3,0.40456,0.48086,1,1,-0.009201,0.43868,0.50429,1,1,-0.009201
RNASE10,0.18102,0.30513,1,2,-0.138,0.78895,0.78878,1,1,-0.138,3,0.80644,0.80642,1,0,0.084883,0.63598,0.64463,1,1,0.084883
RNASE11,0.79336,0.79312,1,0,0.21107,0.065113,0.14888,1,3,0.21107,3,0.87374,0.87388,1,0,0.061443,0.26263,0.39074,1,1,0.061443
RNASE12,0.78671,0.78645,1,1,0.0326,0.080747,0.17882,1,1,0.0326,3,0.81561,0.81555,1,0,0.036483,0.58409,0.6035,1,1,0.036483
RNASE13,0.15823,0.28,1,2,-0.054115,0.50514,0.59352,1,1,-0.054115,3,0.7784,0.77859,1,0,-0.017101,0.26989,0.3997,1,1,-0.017101
RNASE2,0.013647,0.042358,0.933732,2,-0.21826,0.2827,0.41794,1,2,-0.21826,3,0.74987,0.75013,1,0,0.037828,0.72576,0.72596,1,1,0.037828
RNASE3,0.60314,0.64433,1,1,-0.028196,0.81332,0.81315,1,0,-0.028196,3,0.034768,0.086188,0.959276,3,-0.25945,0.96523,0.96535,1,0,-0.25945
RNASE4,0.44214,0.55652,1,1,0.019763,0.78552,0.78546,1,1,0.019763,3,0.89899,0.89914,1,0,0.064961,0.31857,0.43445,1,1,0.064961
RNASE6,0.77243,0.77251,1,1,0.0031798,0.86596,0.86574,1,0,0.0031798,3,0.8646,0.86461,1,0,0.11331,0.71015,0.71058,1,1,0.11331
RNASE7,0.35554,0.49611,1,2,-0.15634,0.82327,0.82311,1,0,-0.15634,3,0.17879,0.28483,1,1,0.11217,0.24856,0.37323,0.997365,2,0.11217
RNASE8,0.3739,0.51626,1,2,-0.05938,0.64491,0.67466,1,1,-0.05938,3,0.36243,0.45607,1,1,0.062112,0.67751,0.68014,1,1,0.062112
RNASE9,0.0057757,0.019887,0.855451,4,-0.53822,0.98989,0.98986,1,0,-0.53822,3,0.7466,0.74684,1,0,-0.092779,0.70811,0.7086,1,1,-0.092779
RNASEH1,0.73119,0.73601,1,1,0.27968,0.060461,0.13978,1,3,0.27968,3,0.057656,0.12415,0.99216,2,-0.50175,0.30779,0.42855,1,1,-0.50175
RNASEH2A,0.17283,0.29613,1,1,0.16136,0.34933,0.48988,1,1,0.16136,3,0.12468,0.21416,1,2,-0.21108,0.93798,0.9382,1,0,-0.21108
RNASEH2B,0.71345,0.72147,1,1,-0.28283,0.983,0.98297,1,0,-0.28283,3,0.1931,0.30336,1,2,-0.23252,0.95594,0.9562,1,0,-0.23252
RNASEH2C,0.23854,0.36828,1,2,-0.13649,0.92752,0.92762,1,0,-0.13649,3,0.011367,0.030323,0.886371,3,-0.19908,0.98863,0.98876,1,0,-0.19908
RNASEK,0.6498,0.67481,1,1,0.1351,0.33963,0.47941,1,1,0.1351,3,0.23693,0.35859,1,2,-0.19749,0.93272,0.93285,1,0,-0.19749
RNASEL,0.12457,0.24271,1,2,-0.10541,0.28886,0.42451,1,2,-0.10541,3,0.073239,0.14533,0.997474,1,0.24714,0.094945,0.17546,0.987697,2,0.24714
RNASET2,0.84117,0.84091,1,0,0.11935,0.023508,0.064541,0.968801,1,0.11935,3,0.38691,0.47043,1,1,0.057689,0.71585,0.71607,1,1,0.057689
RND1,0.31116,0.44762,1,2,-0.024838,0.78927,0.7891,1,1,-0.024838,3,0.24094,0.36356,1,2,-0.072365,0.77352,0.77375,1,0,-0.072365
RND2,0.031933,0.081736,0.994164,2,-0.14832,0.19473,0.32256,1,1,-0.14832,3,0.23049,0.35043,1,1,0.0057975,0.47044,0.52432,1,1,0.0057975
RND3,0.85353,0.85329,1,0,-0.0081444,0.56131,0.62367,1,1,-0.0081444,3,0.98787,0.98803,1,0,0.30279,0.012134,0.032224,0.932452,3,0.30279
RNF10,0.93552,0.9355,1,0,0.29162,0.039548,0.098008,1,2,0.29162,3,0.87654,0.87663,1,0,0.10678,0.15929,0.25993,0.992729,2,0.10678
RNF103,0.32555,0.46324,1,2,0.048949,0.11548,0.23602,1,2,0.048949,3,0.54288,0.57174,1,1,0.09766,0.24824,0.37283,0.997365,2,0.09766
RNF103-CHMP3,0.91884,0.91881,1,0,0.016045,0.86846,0.86824,1,0,0.016045,3,0.79822,0.79829,1,0,0.51672,0.027967,0.070593,0.967316,2,0.51672
RNF11,0.32514,0.46278,1,2,0.074762,0.13372,0.25596,1,2,0.074762,3,0.27131,0.40142,1,2,-0.16608,0.94144,0.94159,1,0,-0.16608
RNF111,0.86833,0.86811,1,0,0.29254,0.031413,0.08122,0.989805,3,0.29254,3,0.89519,0.89527,1,0,0.2848,0.010264,0.027505,0.926724,2,0.2848
RNF112,0.72229,0.72864,1,1,-0.025719,0.50844,0.59521,1,1,-0.025719,3,0.39459,0.47489,1,1,-0.029661,0.22499,0.34377,0.997365,1,-0.029661
RNF113A,0.062895,0.1442,1,3,-0.33968,0.84825,0.84797,1,0,-0.33968,3,0.53617,0.56694,1,1,0.0054596,0.77697,0.77717,1,0,0.0054596
RNF113B,0.13275,0.25174,1,2,-0.076818,0.24473,0.37675,1,1,-0.076818,3,0.48777,0.5335,1,1,0.075012,0.21451,0.33071,0.997365,2,0.075012
RNF114,0.14712,0.26766,1,2,-0.23224,0.38714,0.53067,1,1,-0.23224,3,0.49778,0.54027,1,1,0.032469,0.81933,0.81935,1,0,0.032469
RNF115,0.76547,0.76598,1,1,0.056734,0.15666,0.28109,1,1,0.056734,3,0.96129,0.96152,1,0,0.19919,0.038705,0.095133,0.976371,3,0.19919
RNF121,0.040795,0.10012,0.994777,1,0.054292,0.59536,0.6435,1,1,0.054292,3,0.58671,0.60422,1,1,-0.089504,0.55599,0.58278,1,1,-0.089504
RNF122,0.83585,0.83565,1,0,-0.067456,0.72317,0.73104,1,1,-0.067456,3,0.9273,0.92741,1,0,0.12187,0.19917,0.31136,0.997365,2,0.12187
RNF123,0.35387,0.49433,1,2,-0.18059,0.80231,0.80204,1,0,-0.18059,3,0.13827,0.23203,1,2,-0.41924,0.014355,0.037771,0.933403,1,-0.41924
RNF125,0.93795,0.93793,1,0,0.19784,0.062569,0.14387,1,3,0.19784,3,0.8715,0.8716,1,0,0.1865,0.097551,0.17888,0.988142,2,0.1865
RNF126,0.51081,0.59116,1,1,0.21861,0.086938,0.19044,1,3,0.21861,3,0.75403,0.75424,1,0,0.066144,0.48275,0.53231,1,1,0.066144
RNF128,0.20852,0.33547,1,2,-0.10109,0.97777,0.97788,1,0,-0.10109,3,0.82461,0.82463,1,0,-0.0040298,0.80724,0.80723,1,0,-0.0040298
RNF13,0.25397,0.38514,1,1,0.11127,0.26736,0.40124,1,1,0.11127,3,0.69423,0.69513,1,1,0.12709,0.016794,0.043785,0.94682,1,0.12709
RNF130,0.99079,0.99077,1,0,0.29178,0.0092136,0.030946,0.790043,4,0.29178,3,0.14979,0.24701,1,2,-0.1929,0.5303,0.56455,1,1,-0.1929
RNF133,0.60778,0.64723,1,1,-0.054408,0.6386,0.67049,1,1,-0.054408,3,0.11641,0.2032,1,2,-0.28044,0.5836,0.60311,1,1,-0.28044
RNF135,0.89101,0.8909,1,0,0.13612,0.21328,0.34277,1,2,0.13612,3,0.14699,0.24338,1,2,-0.42347,0.29747,0.42294,1,1,-0.42347
RNF138,0.96185,0.96175,1,0,0.24484,0.068893,0.15617,1,2,0.24484,3,0.59293,0.6091,1,1,0.072023,0.18243,0.28998,0.993617,1,0.072023
RNF139,0.010468,0.03499,0.907844,2,-0.17718,0.47578,0.57878,1,1,-0.17718,3,0.93653,0.93671,1,0,0.3685,0.16851,0.27192,0.992729,1,0.3685
RNF14,0.4348,0.55301,1,1,0.32219,0.042402,0.10382,1,3,0.32219,3,0.16796,0.27077,1,1,-0.054339,0.41176,0.48787,1,1,-0.054339
RNF141,0.062294,0.14306,1,3,-0.13665,0.9314,0.93145,1,0,-0.13665,3,0.33175,0.43856,1,1,0.40374,0.038797,0.095332,0.976371,2,0.40374
RNF144A,0.76185,0.7627,1,1,0.10052,0.69297,0.70807,1,1,0.10052,3,0.084359,0.16045,0.997474,2,-0.28017,0.08698,0.16472,0.987263,1,-0.28017
RNF144B,0.82543,0.82523,1,0,0.067823,0.36172,0.5033,1,2,0.067823,3,0.026458,0.06709,0.941932,1,0.12509,0.25276,0.37846,0.997365,2,0.12509
RNF145,0.96283,0.96275,1,0,0.41429,0.039956,0.098886,1,3,0.41429,3,0.12535,0.21504,1,1,0.05239,0.70683,0.70741,1,1,0.05239
RNF146,0.83352,0.83333,1,0,0.36636,0.0094195,0.031601,0.790277,3,0.36636,3,0.9864,0.98656,1,0,0.24136,0.013603,0.035872,0.932452,3,0.24136
RNF148,0.38388,0.52704,1,2,-0.072183,0.90673,0.90665,1,0,-0.072183,3,0.72842,0.72863,1,0,0.38336,0.017352,0.045144,0.94682,2,0.38336
RNF149,0.23097,0.36,1,2,-0.0061939,0.16212,0.28703,1,2,-0.0061939,3,0.75244,0.75263,1,0,0.03945,0.36933,0.46292,1,1,0.03945
RNF150,0.50644,0.58887,1,1,-0.043749,0.82765,0.82749,1,0,-0.043749,3,0.23336,0.35411,1,2,-0.16614,0.79876,0.79886,1,0,-0.16614
RNF151,0.75731,0.75858,1,1,0.13623,0.4333,0.55854,1,1,0.13623,3,0.23384,0.35472,1,1,-0.091383,0.92726,0.92736,1,0,-0.091383
RNF152,0.23979,0.36962,1,2,-0.032782,0.53559,0.60946,1,1,-0.032782,3,0.013,0.034375,0.900239,3,-0.39158,0.987,0.98714,1,0,-0.39158
RNF157,0.0069294,0.023666,0.855451,4,-0.38607,0.99307,0.99308,1,0,-0.38607,3,0.0033946,0.0094103,0.786035,2,-0.37335,0.75215,0.75237,1,0,-0.37335
RNF165,0.99226,0.99228,1,0,0.34997,0.0077359,0.02621,0.744578,4,0.34997,3,0.92576,0.92583,1,0,0.22667,0.26296,0.39114,1,2,0.22667
RNF166,0.27334,0.40631,1,1,0.0034311,0.80669,0.80648,1,0,0.0034311,3,0.031629,0.07908,0.953975,3,-0.30177,0.96837,0.96849,1,0,-0.30177
RNF167,0.75724,0.75852,1,1,0.18305,0.074783,0.16742,1,3,0.18305,3,0.58573,0.60347,1,1,0.32299,0.00080351,0.0023003,0.542982,2,0.32299
RNF168,0.68294,0.69836,1,1,0.080258,0.75395,0.75661,1,1,0.080258,3,0.72374,0.72392,1,0,0.17871,0.48664,0.53489,1,1,0.17871
RNF169,0.19084,0.31599,1,2,-0.066155,0.85743,0.8572,1,0,-0.066155,3,0.16819,0.27106,1,2,-0.22621,0.81625,0.8162,1,0,-0.22621
RNF17,0.26631,0.39864,1,1,0.38907,0.079295,0.17611,1,3,0.38907,3,0.98588,0.98603,1,0,0.17822,0.014115,0.037158,0.932452,3,0.17822
RNF170,0.17925,0.30318,1,2,0.021455,0.10245,0.2188,1,2,0.021455,3,0.78711,0.78732,1,0,0.054929,0.24133,0.36416,0.997365,2,0.054929
RNF175,0.47462,0.5725,1,1,0.024779,0.59504,0.6433,1,1,0.024779,3,0.14422,0.23976,1,2,-0.14929,0.74602,0.74626,1,0,-0.14929
RNF180,0.19366,0.31905,1,2,-0.00029913,0.65814,0.68349,1,1,-0.00029913,3,0.68605,0.68753,1,1,-0.031247,0.79032,0.7905,1,0,-0.031247
RNF181,0.88001,0.87992,1,0,0.62991,0.039305,0.097489,1,3,0.62991,3,0.19077,0.30037,1,2,-0.24871,0.79247,0.79262,1,0,-0.24871
RNF182,0.23835,0.36807,1,2,-0.20498,0.84988,0.84962,1,0,-0.20498,3,0.93323,0.93339,1,0,0.41739,0.038754,0.095232,0.976371,2,0.41739
RNF183,0.01534,0.046199,0.939969,2,-0.46248,0.84043,0.84017,1,0,-0.46248,3,0.51537,0.55228,1,1,-0.055726,0.32054,0.43551,1,1,-0.055726
RNF185,0.063042,0.14449,1,3,-0.27483,0.18952,0.31695,1,1,-0.27483,3,0.85278,0.85282,1,0,-0.0049559,0.35847,0.45673,1,1,-0.0049559
RNF186,0.017389,0.050811,0.94647,3,-0.18998,0.63668,0.66919,1,1,-0.18998,3,0.1195,0.20729,1,1,0.44128,0.01192,0.031685,0.932452,2,0.44128
RNF187,0.13839,0.25804,1,2,-0.25273,0.94145,0.94144,1,0,-0.25273,3,0.17699,0.28251,1,2,-0.28341,0.40235,0.48221,1,1,-0.28341
RNF19A,0.095567,0.20641,1,2,-0.29793,0.89613,0.89602,1,0,-0.29793,3,0.49535,0.53864,1,1,-0.048007,0.79367,0.7938,1,0,-0.048007
RNF19B,0.014362,0.04399,0.937716,2,-0.025828,0.35937,0.50073,1,2,-0.025828,3,0.10594,0.18929,1,2,-0.18303,0.94926,0.9495,1,0,-0.18303
RNF2,7.56E-05,0.00030504,0.120268,4,-0.5213,0.99593,0.99589,1,0,-0.5213,3,0.62836,0.6374,1,1,-0.020306,0.88479,0.88487,1,0,-0.020306
RNF20,0.011204,0.036905,0.916035,2,-0.365,0.13665,0.25919,1,1,-0.365,3,0.23157,0.35186,1,2,-0.21982,0.92482,0.92489,1,0,-0.21982
RNF207,0.70941,0.7183,1,1,-0.0070226,0.74807,0.75152,1,1,-0.0070226,3,0.14141,0.23614,1,2,-0.2891,0.42745,0.49744,1,1,-0.2891
RNF208,0.02325,0.063427,0.959138,2,-0.24958,0.69751,0.71137,1,1,-0.24958,3,0.16193,0.26286,1,1,0.25132,0.08929,0.16781,0.987356,2,0.25132
RNF212,0.069618,0.15733,1,3,-0.25279,0.85315,0.85291,1,0,-0.25279,3,0.90284,0.90289,1,0,0.12864,0.24742,0.37178,0.997365,2,0.12864
RNF212B,0.13977,0.25958,1,2,-0.22406,0.6167,0.65655,1,1,-0.22406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
